Compartment,Shelf,Item,Expected Qty,Actual Qty,Status,Notes / Action Required
Rear of Engine,Middle · Right side · Left side · Hose bays,"Crosslays — 200 ft 1¾"" ×2 (Top and Bottom)",1,,,
Rear of Engine,Middle · Right side · Left side · Hose bays,"Skid Loads — 2½"" and 1¾""",1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,95 GPM Nozzle,1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,95 GPM Eductor,1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,5-Gallon Eco-Gel Buckets — ×5,1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Foam Aeration Tube,1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Eductor with Pickup Tube (Second System),1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,"Foam Nozzle — 75 psi, 125 GPM",1,,,
Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Oil Dry / Kitty Litter,1,,,
Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,28' Extension Ladder,1,,,
Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,16' Roof Ladder,1,,,
Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,10' Folding Ladder,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,AED — Automated External Defibrillator,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,4-Gas Monitor,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Gas Trac — Methane / HCN,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,HCN Meter — Standalone,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,SCBA Pack — In Cab,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Knox Box Key,1,,,
Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Water Bottle,1,,,
Top of Engine,Empty water bottle · Foam/Gel · Manifold,Empty Water Bottle — Foam Operations Container,1,,,
Top of Engine,Empty water bottle · Foam/Gel · Manifold,Foam/Gel Supply — Top of Engine,1,,,
Top of Engine,Empty water bottle · Foam/Gel · Manifold,Manifold,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Front of Engine,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Engineer's Compartment,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Driver's Side,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Driver's Side,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,First Compartment — Officer's Side,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Officer's Side,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Officer's Side,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Rear Compartment,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Right Side Rear,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Left Side Rear,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Hose Bays,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartments — Foam/Gel,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Ladders — Top of Engine,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Cab Compartment,1,,,
E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Top of Engine,1,,,
E63 Unique Items — What Makes This Rig Different,Know this before your first shift on E63,E63 vs. Fleet — Complete Differences at a Glance,1,,,
