Compartment,Shelf,Item,Expected Qty,Actual Qty,Status,Notes / Action Required
"Compartment 3 — Rescue, Ventilation & Air Bags",Driver's side · Air bags · Fan · Cellar nozzle · Work lights,Air Bags — 3 Bags + Yellow Control Box,1,,,
"Compartment 3 — Rescue, Ventilation & Air Bags",Driver's side · Air bags · Fan · Cellar nozzle · Work lights,Cribbing,1,,,
"Compartment 3 — Rescue, Ventilation & Air Bags",Driver's side · Air bags · Fan · Cellar nozzle · Work lights,Small Step Ladder,1,,,
"Compartment 3 — Rescue, Ventilation & Air Bags",Driver's side · Air bags · Fan · Cellar nozzle · Work lights,Transformer Nozzles,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Hurst Rescue Cutter,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Hurst Rescue Spreader,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Hydraulic Ram,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Reciprocating Saw,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Window Punch,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Hurst Batteries (×6) + Battery-to-AC Connector,1,,,
Rear Middle — Extrication Equipment,Hurst tools · Hydraulic ram · Reciprocating saw · Batteries,Double-Ended Spanners (×2),1,,,
Rear — Left Side & Backboards,New York hooks · Attic ladder · Backboards,New York Hooks — 6 ft & 8 ft,1,,,
Rear — Left Side & Backboards,New York hooks · Attic ladder · Backboards,Attic Ladder — 10 ft,1,,,
Rear — Left Side & Backboards,New York hooks · Attic ladder · Backboards,Backboards (×2),1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,Pick Head Axe / Fire Axe,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,RASP — 200 ft Search Rope,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,Pig Drain Cover,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,Utility Rope — 100 ft,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,Red Bag — 4 PFDs & 1 Throw Preserver,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,W-Tool,1,,,
Compartment 5 — Officer Side Forcible Entry & Search,Axes · Search rope · RASP · PFDs · Tool box,Tool Box — General Hand Tools,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Mustang Suit,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Ice Spikes & Ice Cleats,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Rope Throw Bag,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Life Safety Ring,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Strap with 3 Carabiners,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,Water Helmet,1,,,
Compartment 6 — Middle Officer / Water Rescue,Mustang suit · PFD · Ice rescue · Rope bag · Air bottles,"Air Bottles — Under Compartment (×4, 2 per side)",1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,Silver Bullet — Pressurized Water Extinguisher,1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,ABC Dry Chemical Extinguisher,1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,CO₂ Extinguisher,1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,Class K Extinguisher,1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,Fire Blanket — Electric Vehicle,1,,,
Compartment 7 — Extinguishers & Special Hazards,Silver bullet · ABC · CO2 · K-class · Fire blanket · Oil dry,Oil Dry,1,,,
Above Compartments — Ladders & Pike Poles,Ground ladder 24 ft · Extension ladder 14 ft · 2 pike poles,Ground Ladder — 24 ft,1,,,
Above Compartments — Ladders & Pike Poles,Ground ladder 24 ft · Extension ladder 14 ft · 2 pike poles,Extension Ladder — 14 ft,1,,,
Above Compartments — Ladders & Pike Poles,Ground ladder 24 ft · Extension ladder 14 ft · 2 pike poles,Pike Poles — 6 ft & 8 ft (Above Compartments),1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,"Red Jump Bag — ""First In""",1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Green Airway Bag,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,AED — Automated External Defibrillator (ZOLL),1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,"4-Gas Monitor (CO, O₂, H₂S, Combustible)",1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,HCN Sensor (Standalone),1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Hot Stick,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,ERG — Emergency Response Guidebook,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Knoxbox Key,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Elevator Key,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Accountability Velcro Name Board,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Pet O₂ Mask,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Blue Lock-Out/Tag-Out Bag,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Dark Blue Collar Bag,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Small Orange Bag — Suction Unit,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,CO₂ Meter,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Fire Wipes & Contractor Bags,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,After Fire Survey Clipboard & Patient Clipboards,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Fire Tape & Caution Tape,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Red Biohazard Bags,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Camera,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,FIU Investigation Box,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,PR Box — Stickers & Public Relations Materials,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,2 Extra SCBA Masks,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Binoculars,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Flood Light,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Hot Feet,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Blankets,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Vests (Under Seats),1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,4 Portable Radios,1,,,
Inside Cab,Medical gear · Gas monitors · Radios · ERG · Vests,Water (Crew Hydration Supply),1,,,
Top of Engine,Snow shovel · Traffic cones · Fire paddle · Dawn soap,Fire Paddle,1,,,
Top of Engine,Snow shovel · Traffic cones · Fire paddle · Dawn soap,Manifold for Fire Gun,1,,,
Top of Engine,Snow shovel · Traffic cones · Fire paddle · Dawn soap,Dawn Soap & Brush in Bucket,1,,,
Top of Engine,Snow shovel · Traffic cones · Fire paddle · Dawn soap,Traffic Cones,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Driver's Side — Cabin & Hose Bed,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 1 — Engineer's,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 2 — Hand Tools,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 3 — Rescue / Ventilation / Air Bags,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Rear Middle — Extrication,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Rear Left — Hooks & Ladders,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 5 — Officer Forcible Entry,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 6 — Water Rescue,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Compartment 7 — Extinguishers,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Inside Cab — Full Inventory,1,,,
Shift Rig Check — Checklist,Walk it every shift · Sign off on it · Own your rig,Top of Engine,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Fire Attack — Water & Nozzles,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Forcible Entry,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Water Supply & Hydrant Connection,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Vehicle Extrication,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Water & Ice Rescue,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Extinguishers — Which One for Which Fire,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Gas Detection — Which Meter for Which Hazard,1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,"Search, Overhaul & Ventilation",1,,,
Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,EMS — Medical Bags at a Glance,1,,,
"E61-Specific Items — The ""Different"" List",What makes E61 unique vs. E62 · Memorize this cold,Complete E61 vs. E62 Differences — All in One Place,1,,,
